"userid","idstr","screen_name","name","province","city","location","description","url","profile_url","user_domain","weihao","gender","followers_count","bi_followers_count","friends_count","statuses_count","favourites_count","ucreate_at","allow_all_act_msg","geo_enabled","verified","allow_all_comment","verified_reason"
"2618119273","2618119273","Cultsir","Cultsir","51","16","四川 广安","听周周的歌不会变坏",,"u/2618119273",NULL,NULL,"m","79","29","48","82","0","Wed Feb 15 19:43:33 +0800 2012","0","1","0","1",
"2618366473","2618366473","前18","前18","32","1","江苏 南京","Blues prisoned in th73.",,"cn18","cn18",NULL,"m","854","354","717","28155","262","Wed Feb 15 23:20:55 +0800 2012","0","0","0","1",
"2622050441","2622050441","壊蛋2012","壊蛋2012","11","8","北京 海淀区",NULL,,"326513119",NULL,"326513119","m","26","0","27","160","0","Sat Feb 18 17:06:49 +0800 2012","0","1","0","1",
"2624896637","2624896637","Class铭","Class铭","400","1","海外 美国","评论者. 码农, 福清哥, 做菜阿姨.","http://www.mingmingzheng.com","mzheng1985","mzheng1985",NULL,"m","149","35","63","634","0","Tue Feb 21 04:52:44 +0800 2012","0","1","0","1",
"2628369547","2628369547","有信仰热爱生活爱郭晖_","有信仰热爱生活爱郭晖_","33","6","浙江 绍兴","//不欺我。不瞒我。不骗我。",,"u/2628369547",NULL,NULL,"m","1138","687","752","665","44","Fri Feb 24 08:31:16 +0800 2012","0","1","0","1",
"2628824960","2628824960","夏花秋实南京","夏花秋实南京","32","1","江苏 南京",NULL,,"u/2628824960",NULL,NULL,"f","56","6","42","784","715","Fri Dec 23 14:44:42 +0800 2011","0","1","0","1",
"2635687724","2635687724","刘O胜","刘O胜","44","1000","广东",NULL,,"u/2635687724",NULL,NULL,"m","93","22","363","308","53","Mon Dec 26 22:26:15 +0800 2011","0","1","0","1",
"2637604482","2637604482","早课君阿赖________","早课君阿赖________","45","1","广西 南宁","一川烟草，满城风絮",,"u/2637604482",NULL,NULL,"m","196","96","220","878","0","Tue Dec 27 22:38:17 +0800 2011","0","1","0","1",
"2641285655","2641285655","杨天波v","杨天波v","32","1000","江苏","堅持最初的夢想------做一個对人民有益的吃货",,"u/2641285655",NULL,NULL,"m","2148","1493","1667","8225","51","Thu Feb 23 12:42:17 +0800 2012","0","1","0","1",
"2642793321","2642793321","广西林仁聪律师","广西林仁聪律师","45","1","广西 南宁","仁爱关怀客户，智慧服务大众。一个具有良知、社会责任感与同情心的优秀律师。 著有《法律枕边书--您身边的私人律师》。联系方式：0771-2368898",,"u/2642793321",NULL,NULL,"m","4437","1931","1991","15583","469","Fri Mar 02 22:54:02 +0800 2012","0","1","1","1","广西仁聪律师事务所主任"
"2649120810","2649120810","融化冰冷的世界","融化冰冷的世界","11","8","北京 海淀区","改变该改变的，坚持该坚持的！",,"u/2649120810",NULL,NULL,"m","106","3","294","551","92","Mon Jan 02 20:54:38 +0800 2012","0","0","0","1",
"2653611253","2653611253","daniel_大山","daniel_大山","44","4","广东 珠海",NULL,,"u/2653611253",NULL,NULL,"m","30","18","50","28","1","Fri Mar 09 00:37:20 +0800 2012","0","1","0","1",
"2654852814","2654852814","emgemgcn","emgemgcn","33","1","浙江 杭州",NULL,,"u/2654852814",NULL,NULL,"m","105","17","767","2042","4","Sat Jan 07 01:23:35 +0800 2012","0","0","0","0",
"2656450081","2656450081","朱明瑾-Jean","朱明瑾-Jean","53","6","云南 昭通","爱大笑的文艺女青年。",,"u/2656450081",NULL,NULL,"f","629","110","261","108","139","Sat Mar 10 16:05:13 +0800 2012","0","1","0","1",
"2661486115","2661486115","图表新闻","图表新闻","11","8","北京 海淀区","搜狐UEcool信息可视化工作室，品牌栏目《数字之道》《图述》Q:群346214048 本微博旨在交流研究，作品转载请注明出处。","http://news.sohu.com/graphics/","chartshow","chartshow",NULL,"f","35453","825","1424","1700","347","Mon Mar 12 13:47:23 +0800 2012","1","0","0","1",
"2663082593","2663082593","齊魯苦行僧","齊魯苦行僧","11","2","北京 西城区","我就是我，不一样颜色的烟火！",,"u/2663082593",NULL,NULL,"m","254","31","1997","72","5","Wed Mar 14 21:14:03 +0800 2012","0","1","0","0",
"2665813787","2665813787","流星2665813787","流星2665813787","11","1000","北京",NULL,,"u/2665813787",NULL,NULL,"m","17","5","232","77","5","Sun Mar 18 03:14:08 +0800 2012","0","1","0","1",
"2671471013","2671471013","安卡1985","安卡1985","45","22","广西 柳州","외계인",,"ankala1985","ankala1985",NULL,"f","313","45","159","3229","169","Mon Mar 19 07:33:41 +0800 2012","0","0","0","1",
"2675587222","2675587222","枫临子陵","枫临子陵","13","1","河北 石家庄","姑娘，漂亮。。",,"u/2675587222",NULL,NULL,"m","56","23","111","274","9","Fri Jan 20 22:35:42 +0800 2012","0","1","0","1",
"2676559833","2676559833","乖咕","乖咕","42","1","湖北 武汉",NULL,,"u/2676559833",NULL,NULL,"f","47","4","118","303","5","Thu Mar 22 12:57:09 +0800 2012","0","1","0","0",
"2677882154","2677882154","瘋Zi_瘋語","瘋Zi_瘋語","43","13","湖南 娄底","梦想还是要有的，万一实现了呢？","http://blog.sina.com.cn/u/2677882154","shanyazai","shanyazai",NULL,"f","194","14","101","678","19","Sat Jan 21 21:52:56 +0800 2012","0","0","0","1",
"2684231351","2684231351","不落之臣","不落之臣","400","2","海外 英国","When you are tired of style, you are tired of life. __Julian Fellowes<Downton Abbey>","http://12418328.qzone.qq.com","u/2684231351",NULL,NULL,"m","616","115","376","9070","220","Tue Mar 27 20:17:47 +0800 2012","0","1","0","0",
"2685729603","2685729603","Sherry路过星期天","Sherry路过星期天","100","1000","其他","中國好前任。",,"u/2685729603",NULL,NULL,"m","56","19","94","123","30","Wed Mar 28 23:40:12 +0800 2012","0","1","0","1",
"2688415073","2688415073","脸包子好圆呃","脸包子好圆呃","31","7","上海 普陀区","天生我行，who怕who!",,"u/2688415073",NULL,NULL,"m","114","34","307","485","18","Fri Mar 30 23:28:52 +0800 2012","0","1","0","1",
"2689361613","2689361613","舞影致远","舞影致远","13","10","河北 廊坊","追随进步的尘埃",,"u/2689361613",NULL,NULL,"m","116","28","170","3475","21","Sat Mar 31 18:13:14 +0800 2012","0","1","0","1",
"2689974760","2689974760","东方坤V","东方坤V","33","6","浙江 绍兴",NULL,,"u/2689974760",NULL,NULL,"m","5361","55","689","1159","4","Sat Jan 28 09:59:54 +0800 2012","0","1","0","1",
"2690403833","2690403833","太阳大人一直在","太阳大人一直在","31","15","上海 浦东新区","三思而后行 -BY 六日大人",,"u/2690403833",NULL,NULL,"f","136","27","147","281","2","Sun Apr 01 15:16:53 +0800 2012","0","1","0","1",
"2690873857","2690873857","菓芙","菓芙","100","1000","其他",NULL,,"u/2690873857",NULL,NULL,"m","24","1","14","29","1","Tue Apr 03 10:52:29 +0800 2012","0","1","0","1",
"2693592532","2693592532","Beaujoly","Beaujoly","32","9","江苏 盐城","愿所有人都能梦想成真……",,"u/2693592532",NULL,NULL,"f","375","94","268","3751","8","Mon Jan 30 07:32:30 +0800 2012","0","1","0","1",
"2693673253","2693673253","鼠仔1314","鼠仔1314","15","2","内蒙古 包头",NULL,,"u/2693673253",NULL,NULL,"m","9","1","41","34","1","Wed Apr 04 09:00:27 +0800 2012","0","1","0","1",
"2696329641","2696329641","能扯多远就多远","能扯多远就多远","400","5","海外 加拿大","习惯靠在过道墙边看戏的人，不用正襟危坐，却能看到另一番场景。",,"u/2696329641",NULL,NULL,"m","845","286","984","8364","842","Fri Apr 06 14:02:57 +0800 2012","0","1","0","1",
"2696762724","2696762724","elizadoolittle","elizadoolittle","100","1000","其他","Not that kind of girl.",,"u/2696762724",NULL,NULL,"f","206","17","71","10","0","Tue Jan 31 22:20:30 +0800 2012","0","1","0","1",
"2698274314","2698274314","陈敏_nanfangbeifang","陈敏_nanfangbeifang","11","1000","北京",NULL,,"u/2698274314",NULL,NULL,"m","92","13","76","2557","12","Wed Feb 01 17:56:26 +0800 2012","0","1","0","1",
"2698960984","2698960984","每天多久","每天多久","62","1000","甘肃","一个普通的技术工作者，具备基本良知。",,"u/2698960984",NULL,NULL,"f","311","58","268","3974","11","Tue Mar 13 20:27:59 +0800 2012","0","0","0","1",
"2699366720","2699366720","大紫气东来2012","大紫气东来2012","14","2","山西 大同",NULL,,"u/2699366720",NULL,NULL,"m","91","2","93","53","7","Thu Feb 02 09:23:06 +0800 2012","0","1","0","1",
"2702896037","2702896037","____Xk","____Xk","42","1","湖北 武汉",NULL,,"u/2702896037",NULL,NULL,"m","40","14","77","1","0","Sun Apr 08 21:50:17 +0800 2012","0","1","0","1",
"2703677673","2703677673","宝爷Anna王6","宝爷Anna王6","37","6","山东 烟台","值得信赖，值得托付，尊贵，完美，典范",,"u/2703677673",NULL,NULL,"f","28","17","151","26","0","Mon Apr 09 19:52:41 +0800 2012","0","1","0","1",
"2706023747","2706023747","赵安笛","赵安笛","44","3","广东 深圳",NULL,"http://blog.sina.com.cn/u/2706023747","andyzhaosz","andyzhaosz",NULL,"m","28","2","35","398","33","Sun Apr 08 21:49:49 +0800 2012","1","0","0","1",
"2708261467","2708261467","AngleLover-","AngleLover-","12","1000","天津","興業盡責",,"u/2708261467",NULL,NULL,"m","141","53","262","414","328","Sat Apr 14 18:30:55 +0800 2012","0","1","0","1",
"2710789013","2710789013","杰瑞君","杰瑞君","31","4","上海 徐汇区","欲取鸣琴弹，恨无知音赏。","http://blog.sina.com.cn/u/2710789013","120744479",NULL,"120744479","m","1385","274","310","19195","0","Tue Apr 17 17:00:35 +0800 2012","0","1","0","1",
"2712082303","2712082303","甘厂允","甘厂允","45","9","广西 玉林","我是大姐姐",,"u/2712082303",NULL,NULL,"f","44","2","39","173","105","Wed Apr 18 18:41:15 +0800 2012","0","1","0","0",
"2718413700","2718413700","Nietzsche002","Nietzsche002","32","1","江苏 南京","阳光不锈",,"u/2718413700",NULL,NULL,"m","107","92","241","1014","22","Tue Feb 14 18:06:46 +0800 2012","1","1","0","1",
"2723898801","2723898801","恒山临碣石","恒山临碣石","13","1","河北 石家庄","为人民服务",,"u/2723898801",NULL,NULL,"m","382","162","607","4108","16","Wed May 02 12:41:10 +0800 2012","0","0","0","1",
"2726856923","2726856923","小配MM","小配MM","11","8","北京 海淀区","taken!!",,"u/2726856923",NULL,NULL,"f","198","63","325","1185","12","Tue May 08 13:33:22 +0800 2012","0","1","0","1",
"2726912443","2726912443","Philip刘立宇","Philip刘立宇","11","1000","北京","方正国际医疗卫生事业部",,"u/2726912443",NULL,NULL,"m","269","63","219","237","2","Tue May 08 15:34:49 +0800 2012","0","1","0","1",
"2728243584","2728243584","若凡2728243584","若凡2728243584","35","1","福建 福州",NULL,,"u/2728243584",NULL,NULL,"m","397","245","414","4694","68","Mon Feb 27 22:30:51 +0800 2012","1","1","0","1",
"2728483735","2728483735","珈蓝学长","珈蓝学长","50","8","重庆 南岸区","中国新声代歌手 一切事宜请私信或邮件：citypole@163.com","http://weibo.com/521jialan","521jialan","521jialan",NULL,"m","11278","28","192","97","23","Fri Feb 08 14:58:22 +0800 2013","0","0","1","1","渤海船舶职业学院 音乐部副部长"
"2729266562","2729266562","周末在家吃饭","周末在家吃饭","37","1000","山东",NULL,,"u/2729266562",NULL,NULL,"m","19","0","60","0","0","Wed Feb 29 15:39:41 +0800 2012","0","0","0","0",
"2729564343","2729564343","凤凤是个好妈妈","凤凤是个好妈妈","51","1","四川 成都","做人的标准：真心，良心，善心",,"u/2729564343",NULL,NULL,"f","202","107","945","9983","49","Mon May 14 13:32:05 +0800 2012","0","1","0","0",
"2737263093","2737263093","潮妈不太潮","潮妈不太潮","50","5","重庆 江北区",NULL,,"u/2737263093",NULL,NULL,"f","35","3","76","565","740","Sat May 12 14:17:57 +0800 2012","0","1","0","1",
"2739079177","2739079177","一直寂寞的猫","一直寂寞的猫","100","1000","其他","现实小人物，不知名废物待回收...",,"u/2739079177",NULL,NULL,"m","92","4","139","1598","1","Sat Apr 28 10:05:36 +0800 2012","0","1","0","1",
"2740625560","2740625560","我毕竟是要当学霸的女生","我毕竟是要当学霸的女生","32","3","江苏 徐州"," 在对的时间遇到对的人，那是电影，在错的时间遇到对的人，那是大学。",,"u/2740625560",NULL,NULL,"f","181","61","110","329","63","Fri Mar 16 11:33:21 +0800 2012","0","1","0","1",
"2748023021","2748023021","北斗ST","北斗ST","11","8","北京 海淀区",NULL,,"u/2748023021",NULL,NULL,"m","117","9","160","1392","539","Thu Jun 07 15:36:43 +0800 2012","0","0","0","0",
"2751397174","2751397174","寒路孤客第二季","寒路孤客第二季","42","1","湖北 武汉","与左派及右派共勉——地球决不会因为世界上所有的国家有朝一日都成为了民主国家而太平。未雨绸缪依然是任何民族在力所能及的情况下的选择。","http://blog.sina.com.cn/u/2751397174","u/2751397174",NULL,NULL,"m","181","31","229","1900","931","Thu Apr 05 22:31:10 +0800 2012","1","1","0","1",
"2758933827","2758933827","德年肇隆","德年肇隆","33","6","浙江 绍兴",NULL,,"u/2758933827",NULL,NULL,"m","11","3","25","23","2","Thu May 10 22:43:54 +0800 2012","0","1","0","1",
"2762644147","2762644147","手机用户2762644147","手机用户2762644147","100","1000","其他",NULL,,"u/2762644147",NULL,NULL,"m","0","0","6","2","0","Sun May 13 07:57:14 +0800 2012","0","1","0","1",
"2770684893","2770684893","breatheforfreedom2","breatheforfreedom2","31","1000","上海","有良知，有爱心，有正义。围观改良中国！",,"u/2770684893",NULL,NULL,"m","794","196","682","23861","28","Sat Jun 30 20:50:05 +0800 2012","0","0","0","1",
"2775162701","2775162701","晨晓--1","晨晓--1","46","1000","海南","开心快乐每一天哈",,"u/2775162701",NULL,NULL,"f","247","9","1569","1012","3","Thu Jul 05 15:01:24 +0800 2012","0","1","0","1",
"2779967453","2779967453","期货啊信","期货啊信","32","3","江苏 徐州","专注",,"u/2779967453",NULL,NULL,"m","127","2","65","93","6","Thu May 24 11:38:26 +0800 2012","0","1","0","1",
"2780338572","2780338572","PMStan_","PMStan_","45","3","广西 桂林","运动、摄影、旅游",,"u/2780338572",NULL,NULL,"m","242","121","248","563","284","Wed May 30 18:27:42 +0800 2012","0","1","0","1",
"2785905062","2785905062","杨帝Ksar","杨帝Ksar","23","1","黑龙江 哈尔滨","深的像海",,"u/2785905062",NULL,NULL,"m","276","103","589","2593","42","Sat Apr 28 20:27:28 +0800 2012","0","1","0","1",
"2786702941","2786702941","徒生说","徒生说","11","1000","北京","前程似锦",,"tiancaishaonvqlm","tiancaishaonvqlm",NULL,"f","851","50","548","58","2","Fri Jul 13 13:02:14 +0800 2012","1","1","0","1",
"2789054830","2789054830","sweetchuanjia","sweetchuanjia","44","1","广东 广州",NULL,,"u/2789054830",NULL,NULL,"m","93","36","610","1194","0","Thu Jun 21 00:45:42 +0800 2012","0","1","0","0",
"2789168643","2789168643","媒体微博助理","媒体微博助理","11","1","北京 东城区","媒体微博产品运营交流及数据分享",,"u/2789168643",NULL,NULL,"f","2263296","1138","1259","9253","5","Wed May 30 18:41:28 +0800 2012","0","0","1","1","媒体微博产品运营交流及数据分享"
"2789276113","2789276113","妖颜一笑","妖颜一笑","37","2","山东 青岛","隆诗幸福一生，我男神我女神，",,"u/2789276113",NULL,NULL,"f","86","38","363","699","36","Mon Jul 09 18:33:19 +0800 2012","0","1","0","1",
"2799368122","2799368122","总裁视野","总裁视野","11","5","北京 朝阳区","QQ：916658341 推荐关注：总裁精粹",,"u/2799368122",NULL,NULL,"m","1321201","317","478","23649","569","Wed May 09 10:36:19 +0800 2012","0","0","0","1",
"2804710555","2804710555","销售刘炳乾","销售刘炳乾","11","8","北京 海淀区","这一秒不放弃，下一秒就会有希望。方正宽带，正在您身边。",,"u/2804710555",NULL,NULL,"m","29","3","74","45","0","Tue Sep 18 15:43:06 +0800 2012","0","1","0","1",
"2805272623","2805272623","我还是选择睡觉吧","我还是选择睡觉吧","31","1000","上海","慢慢的长大。。。",,"u/2805272623",NULL,NULL,"m","108","41","198","240","25","Tue Sep 18 18:47:41 +0800 2012","0","1","0","1",
"2807690120","2807690120","凄凉的孤星","凄凉的孤星","23","1","黑龙江 哈尔滨","相信成功，心里只有成功，努力尝试，成功了总结经验，失败了总结教训","http://blog.sina.com.cn/u/2807690120","u/2807690120",NULL,NULL,"m","17","0","24","73","3","Sat May 19 12:55:48 +0800 2012","0","1","0","0",
"2808369090","2808369090","大河咯咯","大河咯咯","42","1","湖北 武汉","十载春秋，再回陵北，砚青不复在。","http://blog.sina.com.cn/u/2808369090","MrGreatRiver","MrGreatRiver",NULL,"f","326","150","233","436","10","Sun May 20 10:06:05 +0800 2012","0","0","0","1",
"2808520613","2808520613","小廖地盘1","小廖地盘1","35","5","福建 泉州",NULL,,"u/2808520613",NULL,NULL,"m","59","5","201","946","10","Fri Jul 27 22:02:41 +0800 2012","0","0","0","0",
"2809262161","2809262161","摩羯座的吴晓冰","摩羯座的吴晓冰","12","6","天津 红桥区",NULL,,"u/2809262161",NULL,NULL,"f","1","0","18","28","0","Thu Sep 20 11:17:27 +0800 2012","0","1","0","1",
"2812039483","2812039483","哇哦欣欣欣慧","哇哦欣欣欣慧","51","1","四川 成都","笑着哭 睥睨着孤独",,"u/2812039483",NULL,NULL,"f","953","571","597","87","93","Mon Jul 30 00:14:50 +0800 2012","0","1","0","1",
"2814143700","2814143700","ATHENAQY","ATHENAQY","100","1000","其他",NULL,,"u/2814143700",NULL,NULL,"f","133","2","130","93","106","Sun May 27 01:47:05 +0800 2012","0","0","0","1",
"2820943265","2820943265","Q凯凯同学","Q凯凯同学","11","5","北京 朝阳区","设计师",,"sunwukong29","sunwukong29",NULL,"m","643","409","683","1150","4","Wed Aug 08 16:21:04 +0800 2012","1","1","0","1",
"2823798374","2823798374","董圆圆咕噜咕噜","董圆圆咕噜咕噜","400","3","海外 法国","做不到的承诺就别说。",,"u/2823798374",NULL,NULL,"f","123","31","190","739","18","Tue Jun 05 13:43:07 +0800 2012","0","1","0","1",
"2831660010","2831660010","黄海上的island","黄海上的island","32","7","江苏 连云港","学不会的呼吸！",,"u/2831660010",NULL,NULL,"f","115","14","280","475","0","Tue Jun 12 11:21:02 +0800 2012","0","0","0","1",
"2834580195","2834580195","i嘭嘭砰","i嘭嘭砰","23","1","黑龙江 哈尔滨",NULL,,"u/2834580195",NULL,NULL,"m","95","8","581","2115","4","Sun Sep 23 12:48:53 +0800 2012","0","0","0","1",
"2835392310","2835392310","bondy1115","bondy1115","44","20","广东 中山","Yourname,myheart",,"u/2835392310",NULL,NULL,"f","188","21","127","3749","63","Sat Jun 16 00:14:40 +0800 2012","0","1","0","1",
"2838891727","2838891727","与国同休戚","与国同休戚","34","1","安徽 合肥",NULL,,"u/2838891727",NULL,NULL,"m","43","1","93","4341","3309","Tue Aug 21 07:34:15 +0800 2012","0","0","0","1",
"2843718590","2843718590","Hhao杭","Hhao杭","44","52","广东 揭阳","人生得意须尽欢，就让傻x去心酸。",,"u/2843718590",NULL,NULL,"m","1042","94","277","124","2","Fri Jun 22 18:53:59 +0800 2012","0","1","1","0","韩匡咸梅制造厂总经理"
"2847019652","2847019652","Ennnovemberrr","Ennnovemberrr","51","7","四川 绵阳","开个光怪陆离的杂货店，兜售各种奇形怪状的回忆，遇见所有气味迥异的人，卖最廉价的烈酒，煮最糟糕的咖啡，大概就是我人生遥不可及的白日梦。",,"november277","november277",NULL,"f","118","20","223","48","0","Sun Jun 24 20:17:26 +0800 2012","0","1","0","0",
"2851376567","2851376567","珠峰Da兵","珠峰Da兵","42","1","湖北 武汉","祸福无门，惟人自召； 善恶之报，如影随形。",,"u/2851376567",NULL,NULL,"m","237","105","273","667","7","Sun Aug 26 17:26:07 +0800 2012","0","1","0","1",
"2852660233","2852660233","衣想裳-","衣想裳-","46","2","海南 三亚","水仙教主李易峰丨不变初心林宥嘉丨时不时HC佐藤健丨专注小透明二十年丨间歇性刷屏丨最近迷上涂鸦报复首页丨 不擅长勾搭但愿意被勾搭(っ//////////c)",,"u/2852660233",NULL,NULL,"f","185","90","251","3793","10","Tue Sep 25 23:52:45 +0800 2012","0","1","0","1",
"2854697950","2854697950","西南向西","西南向西","51","1000","四川","它到不了2021",,"u/2854697950",NULL,NULL,"m","142","26","1156","125","766","Fri Jun 29 00:40:36 +0800 2012","0","1","0","0",
"2856494590","2856494590","Bruce_Yanh","Bruce_Yanh","32","1","江苏 南京",NULL,,"u/2856494590",NULL,NULL,"m","70","6","184","2304","35","Sat Jun 30 23:03:05 +0800 2012","0","1","0","1",
"2868680750","2868680750","树子217","树子217","13","4","河北 邯郸","没有伞的孩子，必须努力奔跑！",,"u/2868680750",NULL,NULL,"m","28","12","98","60","1","Fri Jul 13 17:33:16 +0800 2012","0","1","0","1",
"2878183252","2878183252","独来独往的小疯子","独来独往的小疯子","32","1","江苏 南京","有信仰的活着……理性战胜感性",,"u/2878183252",NULL,NULL,"f","110","0","224","1428","5","Mon Jul 23 11:21:47 +0800 2012","0","1","0","1",
"2879269577","2879269577","快乐小电脑","快乐小电脑","12","3","天津 河西区","创造精彩生活---建筑空间设计师",,"u/2879269577",NULL,NULL,"m","87","12","387","1000","133","Fri Sep 28 21:53:26 +0800 2012","0","1","0","1",
"2883481721","2883481721","Constantine_Gaooooo","Constantine_Gaooooo","42","3","湖北 十堰","你可以不仁慈，但是不能不善良",,"u/2883481721",NULL,NULL,"m","91","56","154","180","26","Wed Mar 05 12:58:21 +0800 2014","0","1","0","0",
"2886793750","2886793750","那年夏天会飞的虾子","那年夏天会飞的虾子","34","1","安徽 合肥","车迷一枚，视车如命～有时会有些神经，偶尔看看柯南，没事时也会做做白日梦～",,"908527910",NULL,"908527910","m","526","153","251","456","1","Thu Aug 02 23:09:19 +0800 2012","0","1","0","1",
"2904907321","2904907321","老爷爷腋下的味道","老爷爷腋下的味道","11","5","北京 朝阳区","男，被汉尼拔吃掉了。   马上结婚的汉子",,"575555960",NULL,"575555960","m","4411","47","102","110","112","Sun Jul 29 17:42:17 +0800 2012","0","0","0","1",
"2927669435","2927669435","蓝天上灿烂的阳光","蓝天上灿烂的阳光","41","3","河南 洛阳","宇宙中一个生活在地球上的普通物种。",,"632712357",NULL,"632712357","m","604","188","208","102","24","Wed Aug 22 11:48:43 +0800 2012","0","1","0","1",
"2930044552","2930044552","松籽_55291","松籽_55291","51","17","四川 达州",NULL,,"u/2930044552",NULL,NULL,"m","10","0","39","1601","0","Tue May 14 15:51:28 +0800 2013","0","0","0","1",
"2940471083","2940471083","李江明_","李江明_","11","8","北京 海淀区","李江明，湖北洪湖人。",,"u/2940471083",NULL,NULL,"m","29","6","105","243","2","Sun Oct 07 20:44:01 +0800 2012","0","1","0","1",
"2942131970","2942131970","老邢小邢都行","老邢小邢都行","22","1","吉林 长春","前58团购、新浪吉林",,"u/2942131970",NULL,NULL,"m","368","148","244","2429","11","Fri Aug 10 12:18:00 +0800 2012","1","1","0","1",
"2946050751","2946050751","象王_Y","象王_Y","100","1000","其他","我爱她.",,"u/2946050751",NULL,NULL,"f","121","21","115","21","13","Tue Sep 11 17:55:33 +0800 2012","0","1","0","1",
"2946437661","2946437661","王祥俭Change","王祥俭Change","37","2","山东 青岛","不该不知足",,"u/2946437661",NULL,NULL,"m","346","205","308","112","53","Sat Oct 06 20:59:25 +0800 2012","0","1","0","1",
"2951433535","2951433535","李春阳2951433535","李春阳2951433535","100","1000","其他",NULL,,"u/2951433535",NULL,NULL,"m","1","0","1","1","0","Mon Sep 17 16:18:59 +0800 2012","0","1","0","1",
"2951790083","2951790083","乔鲁其","乔鲁其","11","2","北京 西城区","Ac丶Only Love，爱一个人就是希望有一个比自己更好的人爱上她。",,"u/2951790083",NULL,NULL,"m","125","61","104","364","27","Sun Sep 23 22:16:10 +0800 2012","0","1","1","1","北京博磊鑫源科技有限公司 董事长"
"2962416041","2962416041","反叛","反叛","400","1","海外 美国","Less is more",,"u/2962416041",NULL,NULL,"m","165","38","422","1914","43","Wed Sep 25 15:34:17 +0800 2013","0","1","0","0",
"2963247963","2963247963","殷风商雨","殷风商雨","44","1","广东 广州","凤凰涅槃，浴火重生。六朝旧事如流水，一蓑烟雨任平生---。生活在别处。微信号：JACK1D1",,"u/2963247963",NULL,NULL,"m","228","32","195","10209","3","Fri Sep 28 22:38:40 +0800 2012","1","1","0","1",
"2969109650","2969109650","读雪者","读雪者","32","5","江苏 苏州","乐有道，而道自天成。",,"u/2969109650",NULL,NULL,"m","217","6","275","2730","12","Mon Oct 08 19:00:45 +0800 2012","0","1","0","1",
"2970362420","2970362420","晴天蔚月","晴天蔚月","42","1","湖北 武汉",NULL,,"u/2970362420",NULL,NULL,"f","87","42","139","184","3","Sun Aug 26 14:36:14 +0800 2012","0","0","0","1",
"2972275804","2972275804","我要逆生长","我要逆生长","21","2","辽宁 大连","其实吧，活着就好了。。。。",,"u/2972275804",NULL,NULL,"m","101","33","54","980","45","Mon Aug 27 15:24:18 +0800 2012","0","1","0","1",
"2974408530","2974408530","周打杂","周打杂","42","1","湖北 武汉","饿",,"u/2974408530",NULL,NULL,"m","307","148","286","507","7","Tue Aug 28 19:00:20 +0800 2012","0","1","0","1",
"2984756115","2984756115","共婵娟20","共婵娟20","11","1","北京 东城区","梦想还是要有的，万一实现了呢？","http://blog.sina.com.cn/u/2984756115","u/2984756115",NULL,NULL,"f","1412","417","827","8613","0","Fri Oct 05 12:18:28 +0800 2012","1","0","0","1",
"2987393014","2987393014","作家郑午然","作家郑午然","44","3","广东 深圳","华颠萎寥落,白眼看鸡虫",,"u/2987393014",NULL,NULL,"m","29","9","138","96","0","Tue Sep 04 15:30:38 +0800 2012","0","1","0","1",
"2988550625","2988550625","阿茶哼唧_","阿茶哼唧_","50","27","重庆 璧山县","❤初心团魂不灭.折翼の挖掘姬.欢迎勾搭.♪(^∇^*)汪汪汪！","http://waxberrymushroom17.qzone.qq.com","u/2988550625",NULL,NULL,"f","184","32","424","658","52","Mon Jul 01 19:39:37 +0800 2013","0","1","0","1",
"2988762274","2988762274","孙国莉","孙国莉","44","19","广东 东莞","天亦有情天亦老，人间正道是沧桑！ [微信号：sgl_12365802]",,"u/2988762274",NULL,NULL,"m","257","74","593","1539","6","Wed Sep 05 10:32:35 +0800 2012","0","1","0","1",
"2996286644","2996286644","木匠56","木匠56","31","10","上海 杨浦区","刨花直窜过肩膀，方显木匠功夫深","http://www.unicornblog.cn/user1/76/index.html","u/2996286644",NULL,NULL,"m","966","112","150","6446","15","Mon Sep 10 14:56:23 +0800 2012","0","1","0","1",
"2997683032","2997683032","gobp61u","gobp61u","400","4","海外 俄罗斯","Не ждите чудо ,Чудите сами .",,"533267832",NULL,"533267832","m","153","10","120","3645","8","Tue Sep 11 14:46:45 +0800 2012","0","1","0","1",
"3007997913","3007997913","梅川酷岔儿","梅川酷岔儿","400","23","海外 瑞士","做一个优质的男人。","http://blog.sina.com.cn/u/3007997913","746254123",NULL,"746254123","m","398","268","289","200","15","Mon Oct 15 13:49:40 +0800 2012","0","1","0","1",
"3025354902","3025354902","看不懂TA點訫","看不懂TA點訫","37","3","山东 淄博","一个人流浪，远方——未知的地方",,"u/3025354902",NULL,NULL,"m","30","8","49","75","0","Mon Mar 11 22:40:38 +0800 2013","0","1","0","1",
"3030894972","3030894972","詹浩鸣","詹浩鸣","71","1","台湾 台北市","鹰击天风壮，鹏飞海浪春。",,"637610678",NULL,"637610678","f","323","38","1642","4229","0","Tue Dec 18 18:13:10 +0800 2012","1","1","0","1",
"3033751842","3033751842","JayLemon","JayLemon","42","1","湖北 武汉",NULL,,"u/3033751842",NULL,NULL,"m","181","7","196","0","0","Mon Nov 04 13:13:23 +0800 2013","0","1","0","1",
"3042027172","3042027172","Santos和老木蚊","Santos和老木蚊","51","1000","四川","有线通信系统工程师",,"u/3042027172",NULL,NULL,"m","79","40","92","131","0","Sat Dec 29 14:21:04 +0800 2012","1","1","0","1",
