,sid,screen_name,retweetOfId,text,source,create_at,reposts_count,comments_count,attitude_count,bmiddle_pic,UC,DD
140,3830910090298150,新浪NBA,,#赛事集锦#韦德拿下30分6板5助攻，但也没能帮热火止住连败。目前，热火与东部第八的胜场差已经被拉开到了2.5场，他们剩下的两个对手分别是魔术和76人，就算取得全胜，热火也要寄希望篮网和凯尔特人全输，他们才有晋级季后赛的希望……http://t.cn/RAaseEI,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Sun Apr 12 21:00:03 +0800 2015,22,24,68,http://ww2.sinaimg.cn/bmiddle/677e4af2jw1er2t0dz73aj20go0aeadn.jpg,0,141
141,3830910480407070,中国之声,,【除了姚贝娜星，天上还有什么星？】在浩瀚的宇宙中，有约120颗以中国人名、地名、机构等命名的小行星。中国人第一次给小行星起了啥名? 谁给小行星起名叫周杰伦星?周董听说之后又说了什么?猛戳链接: 答案在这里。~ http://t.cn/RASoO48,"<a href=""http://app.weibo.com/t/feed/173r1J"" rel=""nofollow"">三星Galaxy NOTE III</a>",Sun Apr 12 21:01:36 +0800 2015,15,20,44,http://ww3.sinaimg.cn/bmiddle/654ced53jw1er3329t6jyj20oe0jcn81.jpg,0,142
142,3830910602871580,搜达足球,,【山东鲁能—广州富力】乌索扳平比分！,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Sun Apr 12 21:02:05 +0800 2015,0,4,3,http://ww4.sinaimg.cn/bmiddle/4ffbcf0agw1er3346kbnvg20b406a4qq.gif,0,143
143,3830911798147340,搜达足球,,【山东鲁能—广州富力】主裁判认定阿洛伊西奥假摔，出示黄牌，两黄变一红，阿洛伊西奥被罚下。,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Sun Apr 12 21:06:50 +0800 2015,1,15,6,http://ww1.sinaimg.cn/bmiddle/4ffbcf0agw1er338rf06rg20b406ax6p.gif,0,144
144,3830915321485220,民生江西,,【中学生因生理期不适未让座 被老人骂哭】近日，浙江宁波一女学生放学坐公交车回家，因生理期不适未能给几个老人让座而被骂哭。老人说她不仅读书差品行也差，要找学校领导。该女生发帖问道：“我姨妈疼不让座错了吗？骂了十多分钟还把我校牌拿走，我要怎么办？”http://t.cn/RAagAJK你怎么看？[思考],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Sun Apr 12 21:20:50 +0800 2015,10,19,5,http://ww4.sinaimg.cn/bmiddle/83252582jw1er33n9ybnzj20br0em76h.jpg,0,145
145,3831087518658740,投资界微博,,【顺为与小米如何跳好“双人舞”？战略价值与财务回报协调】这家既不是纯粹的财务投资机构，也不是纯粹的小米科技战略投资部，却跟小米有着强协同效应的投资机构，是如何与小米进行合作的？又如何向独立LP解释其与小米的利益区隔？http://t.cn/RASBQPB,"<a href=""http://app.weibo.com/t/feed/BbsPZ"" rel=""nofollow"">投资界</a>",Mon Apr 13 08:45:05 +0800 2015,0,1,6,http://ww2.sinaimg.cn/bmiddle/69c94e53jw1er3nfoiiiyj20b405kjs0.jpg,0,146
146,3831097261385440,微博树洞,,不知道我们能在一起多久，不过至少我们现在还没有分手,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Mon Apr 13 09:23:48 +0800 2015,9,13,71,,1,147
147,3831098519506240,微博树洞,,我爱的你为什么总是伤透我的心,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Mon Apr 13 09:28:48 +0800 2015,4,13,49,,1,148
148,3831098616532880,虎扑篮球,,火箭主场121-114战胜鹈鹕；哈登拿下30分7助攻，霍华德19分11篮板，布鲁尔20分；安东尼-戴维斯为鹈鹕贡献27分7篮板。,"<a href=""http://app.weibo.com/t/feed/4ACxed"" rel=""nofollow"">iPad客户端</a>",Mon Apr 13 09:29:11 +0800 2015,16,35,55,http://ww4.sinaimg.cn/bmiddle/61e36371jw1er3ocvh6ivj20ax0gdgnk.jpg,0,149
149,3831098834702870,虎扑足球,,【西媒：曼城有意再次追逐安切洛蒂】英超第32轮比赛，在曼切斯特德比中，曼城以2-4不敌曼联。比赛过后，西媒在报道中透露，曼城高层决定再次追逐安切洛蒂，以期改善球队成绩。据西媒消息，曼城最快能够在下周就得到安切洛蒂本人的答复。曼城在今年2月份曾经想和安切洛蒂签下合同了。,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Mon Apr 13 09:30:03 +0800 2015,18,27,14,http://ww3.sinaimg.cn/bmiddle/653d411egw1er3nnd3zz6j20i40do0t7.jpg,0,150
150,3831099044625200,Steed的围脖,,"SpaceX’s Hans Koenigsmann: With upgrades to Falcon 9 booster and barge, expect 75-80% chance of landing first stage after Monday launch. 猎鹰9号升级之后，预计此次回收第一级的成功率在75-80%左右。","<a href=""http://app.weibo.com/t/feed/1JALDw"" rel=""nofollow"">索尼Z3</a>",Mon Apr 13 09:30:53 +0800 2015,0,1,2,http://ww2.sinaimg.cn/bmiddle/6252b293jw1er3ora2anej20qo0hkac2.jpg,0,151
151,3831099781917180,微博树洞,,最想听到WD对我说:你是我这辈子最害怕失去的人。。。,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Mon Apr 13 09:33:49 +0800 2015,2,10,33,,1,152
152,3831100683925350,新浪科技,,【360新手机或采用无边框设计 酷派相关专利曝光】据国家知识产权局网站公布的专利信息显示，酷派已申请一项手机无边框技术专利，使用该专利的智能手机将可以实现无边框的视觉效果。路透社援引知情人士的消息，这项专利将被应用到奇虎360和宇龙酷派合作推出的新一代智能手机当中。http://t.cn/RASkUyR,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Mon Apr 13 09:37:24 +0800 2015,6,8,5,http://ww1.sinaimg.cn/bmiddle/61e89b74jw1er3oy1m53uj20bu09n3zj.jpg,0,153
153,3831101035937970,微博树洞,,树洞兄:请帮我转告刘慧静我爱她[男孩儿],"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Mon Apr 13 09:38:48 +0800 2015,0,13,53,,1,154
154,3831101069497280,新浪体育,,【东部冲八形势】雄鹿锁定季后赛席位、步行者击败雷霆，东部冲八形势逐渐明朗。凯尔特人只需再赢一场Or步行者再输一场，就可晋级。第八个席位将在篮网、步行者、热火间产生，热火只存在理论上的晋级可能。热火出局后，若篮网步行者战绩相同，篮网将凭借常规赛交锋优势进入季后赛。@黎双富,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Mon Apr 13 09:38:56 +0800 2015,16,18,34,http://ww1.sinaimg.cn/bmiddle/61add42ajw1er3oz57xcdj20ft0ja778.jpg,0,155
155,3831101786827860,NBA,,【火箭121-114鹈鹕】雷霆与鹈鹕先后输球，且均剩2场比赛，雷霆需战绩超过鹈鹕方可晋级（平局鹈鹕晋级）。火箭仍排在西部第六，战绩与灰熊持平。哈登30分7助攻，霍华德19分11篮板，布鲁尔20分，约什15分7篮板。鹈鹕浓眉哥27分7篮板，霍利迪17分，庞德克斯特、阿西克、E戈登均13分http://t.cn/RASkFc6,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Mon Apr 13 09:41:47 +0800 2015,31,44,63,http://ww3.sinaimg.cn/bmiddle/7049c17bjw1er3p2euhbej20gi0aztap.jpg,0,156
156,3831102298708050,微博树洞,,20150308 嗯 三八快樂,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Mon Apr 13 09:43:49 +0800 2015,2,7,17,,1,157
