,cid,sid,screen_name,reply2Id,ctext,csource,create_at,UC
925,3827654891531218,3827653804582473,IM照照,3827654643534520.0,回复@Henbrave:是啊 5哥无敌,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 21:25:03 +0800 2015,0
926,3827655034049994,3827653804582473,杨千99,,呼唤恒大19号，22号已经老了！,"<a href=""http://weibo.com/"" rel=""nofollow"">Android</a>",Fri Apr 03 21:25:36 +0800 2015,2
927,3827655067644638,3827653804582473,岁月最清楚他不算什么z,,我大张5终于回来了,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Fri Apr 03 21:25:45 +0800 2015,1
928,3827655072217598,3827653804582473,想让全世界都知道雷莹很爱科C芃,,哈哈@乔宝宝芃恰恰 团哥他爸太牛❌啦[嘻嘻],"<a href=""http://weibo.com/"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 21:25:46 +0800 2015,3
929,3827655113835260,3827653804582473,IM照照,,我去 看恒大比赛好揪心 以前都妥妥[悲伤],"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 21:25:56 +0800 2015,0
930,3827655164231216,3827653804582473,荷青Hermione,,恒大[羊年大吉],"<a href=""http://app.weibo.com/t/feed/503Oti"" rel=""nofollow"">魅族 MX4</a>",Fri Apr 03 21:26:08 +0800 2015,3
931,3827655222761239,3827655004283513,drupal168,,金羊？,"<a href=""http://app.weibo.com/t/feed/158TxN"" rel=""nofollow"">荣耀3X畅玩版</a>",Fri Apr 03 21:26:22 +0800 2015,2
932,3827655226867227,3827655042036229,飞舞的鱼翅膀,,我们这都是自己去取，都没人送[泪][泪],"<a href=""http://app.weibo.com/t/feed/3Q6v1A"" rel=""nofollow"">魅蓝note</a>",Fri Apr 03 21:26:23 +0800 2015,3
933,3827655318889722,3827655004283513,享受生活中的痛苦,,央视，你们家国安又“赢”了呢！,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 21:26:44 +0800 2015,3
934,3827655336147687,3827655042036229,说书人胡言,,好的,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:26:49 +0800 2015,2
935,3827655344058561,3827653804582473,撰擇簡單,,又要只赢一个？,"<a href=""http://weibo.com/"" rel=""nofollow"">iPhone</a>",Fri Apr 03 21:26:51 +0800 2015,3
936,3827655348747380,3827653804582473,杨千99,,北京国安2:0上海申花,"<a href=""http://weibo.com/"" rel=""nofollow"">Android</a>",Fri Apr 03 21:26:49 +0800 2015,2
937,3827655407652221,3827655004283513,右手的马赛克,,[抱抱]恭喜富力。。。,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:27:06 +0800 2015,1
938,3827655411741480,3827655042036229,不知道起什么名字先这样吧,,好的[偷笑],"<a href=""http://weibo.com/"" rel=""nofollow"">卖肾买的iPhone</a>",Fri Apr 03 21:27:07 +0800 2015,1
939,3827655415632332,3827653804582473,都已不再年轻的80后,,恒大踢的很狗屎，卡有叼用,"<a href=""http://app.weibo.com/t/feed/2zq2by"" rel=""nofollow"">荣耀3C 4G版</a>",Fri Apr 03 21:27:08 +0800 2015,3
940,3827655579568740,3827653804582473,Aprildou,,@白衣圣手_程林 ,"<a href=""http://app.weibo.com/t/feed/e0WUS"" rel=""nofollow"">微博桌面</a>",Fri Apr 03 21:27:46 +0800 2015,2
941,3827655625760507,3827655004283513,我叫小ZZZ,,富力加油啊 亚冠争取出线,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:27:58 +0800 2015,3
942,3827655642447813,3827655042036229,我家的嘟嘟宝贝好棒,,好的，多谢快递大哥[可爱][可爱],"<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>",Fri Apr 03 21:28:01 +0800 2015,3
943,3827655705553771,3827655004283513,我应该也很善良,,贵州废了,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:28:17 +0800 2015,2
944,3827655734950102,3827653804582473,手机用户3063634730,,今年要加油了,"<a href=""http://app.weibo.com/t/feed/5yiHuw"" rel=""nofollow"">iPhone 6 Plus</a>",Fri Apr 03 21:28:24 +0800 2015,2
945,3827655772484551,3827655004283513,CC泠然,,金洋洋喜洋洋二度，[嘻嘻][嘻嘻]另外说个，那草皮让人看着真是糟心~~~~~,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:28:33 +0800 2015,3
946,3827655776683386,3827655042036229,miss大田,,自己取每次都这样。怒火,"<a href=""http://app.weibo.com/t/feed/3zcuU3"" rel=""nofollow"">金立智能手机</a>",Fri Apr 03 21:28:34 +0800 2015,3
947,3827655869069305,3827655042036229,白衬衫的青春回忆,,你会带给大家好心情的[赞],"<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>",Fri Apr 03 21:28:56 +0800 2015,3
948,3827655961456567,3827655042036229,在路上-有你伴我前行,,辛苦.,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:29:18 +0800 2015,3
949,3827656103603015,3827655042036229,都太无辜,,好的[哈哈],"<a href=""http://app.weibo.com/t/feed/6SFgyO"" rel=""nofollow"">华为Ascend手机</a>",Fri Apr 03 21:29:52 +0800 2015,3
950,3827656204540735,3827653804582473,杨千99,,北京国安2:0上海申花,"<a href=""http://weibo.com/"" rel=""nofollow"">Android</a>",Fri Apr 03 21:30:16 +0800 2015,2
951,3827656484771316,3827655042036229,淡定的爱的马甲3399,,那家的,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 21:31:23 +0800 2015,3
952,3827656531486861,3827656304395960,我们都爱上XXOO,,[doge][doge][doge],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:31:33 +0800 2015,2
953,3827656577786716,3827656304395960,女孩岁月静好-976,,那得有多随机 才能送到我呢,"<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>",Fri Apr 03 21:31:45 +0800 2015,3
954,3827656607082040,3827656304395960,miss大田,,哈哈我刚关注过礼物礼物礼物 ?,"<a href=""http://app.weibo.com/t/feed/3zcuU3"" rel=""nofollow"">金立智能手机</a>",Fri Apr 03 21:31:52 +0800 2015,3
955,3827656703413059,3827655042036229,我们依旧昂首向前,,当然，你们很辛苦,"<a href=""http://app.weibo.com/t/feed/41aDxj"" rel=""nofollow"">TCL互联网手机</a>",Fri Apr 03 21:32:15 +0800 2015,3
956,3827656820997695,3827656304395960,楊楊楊-楊小密,,我要涨粉！能满足我吗[嘻嘻][嘻嘻],"<a href=""http://app.weibo.com/t/feed/4ACxed"" rel=""nofollow"">iPad客户端</a>",Fri Apr 03 21:32:43 +0800 2015,3
957,3827656867294320,3827653783608935,霏霏13354,,真的  真的很空?,"<a href=""http://app.weibo.com/t/feed/NzVRe"" rel=""nofollow"">小米手机1S</a>",Fri Apr 03 21:32:54 +0800 2015,2
958,3827656992909755,3827656304395960,我家的嘟嘟宝贝好棒,,喜欢毛绒玩具！,"<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>",Fri Apr 03 21:33:23 +0800 2015,3
959,3827657123210759,3827653783608935,q侧耳倾听love,,你需要安a慰v,"<a href=""http://app.weibo.com/t/feed/3Maikb"" rel=""nofollow"">中国移动三星galaxyS3</a>",Fri Apr 03 21:33:55 +0800 2015,3
960,3827657483492441,3827653804582473,刍议别志PS程志强,,看恒大比赛，真的发现中超无弱旅！国安上港看谁能中断恒大一家独大的局面！,"<a href=""http://app.weibo.com/t/feed/5dtGzh"" rel=""nofollow"">魅族 MX</a>",Fri Apr 03 21:35:21 +0800 2015,2
961,3827657811155001,3827655004283513,陵南皮皮侠之我们就爱瞎扯淡,,贵州怎么了，,"<a href=""http://app.weibo.com/t/feed/6c7ekz"" rel=""nofollow"">联想黄金斗士A8</a>",Fri Apr 03 21:36:39 +0800 2015,2
962,3827657818708366,3827656304395960,如何是好该怎么办,,我想说其实我也想要,"<a href=""http://app.weibo.com/t/feed/4swE93"" rel=""nofollow"">三星android智能手机</a>",Fri Apr 03 21:36:41 +0800 2015,1
963,3827657839682101,3827656304395960,特睿网商官微,,有想开tao宝小惦的朋友[给力],"<a href=""http://app.weibo.com/t/feed/63af84"" rel=""nofollow"">vivo智能手机</a>",Fri Apr 03 21:36:46 +0800 2015,3
964,3827657865481275,3827653783608935,当蓝吻上白200,,你喜欢的人呢,"<a href=""http://app.weibo.com/t/feed/1J95c3"" rel=""nofollow"">红米手机</a>",Fri Apr 03 21:36:51 +0800 2015,3
965,3827657902873060,3827655042036229,特睿网商官微,,有想开tao宝小惦的朋友[给力],"<a href=""http://app.weibo.com/t/feed/63af84"" rel=""nofollow"">vivo智能手机</a>",Fri Apr 03 21:37:01 +0800 2015,3
966,3827657911680704,3827656304395960,一夜的温柔z,,我想要大白[可怜],"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 21:37:03 +0800 2015,3
967,3827658376350073,3827656304395960,用户5569075282,3827657911680704.0,回复@一夜的温柔z:喜欢的人[爱你],"<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>",Fri Apr 03 21:38:54 +0800 2015,3
968,3827659350330652,3827655004283513,敢不敢关注我呢,,转发微博,"<a href=""http://weibo.com/"" rel=""nofollow"">联想</a>",Fri Apr 03 21:42:46 +0800 2015,2
969,3827659454951339,3827653783608935,宗介滴啵妞,,比起装满痛苦，空着比较好,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:43:11 +0800 2015,2
970,3827660188839657,3827655004283513,郭郭杰_感谢伱,,教练可以走了吧，四轮丢了几个？进几个？,"<a href=""http://weibo.com/"" rel=""nofollow"">iPhone</a>",Fri Apr 03 21:46:06 +0800 2015,3
971,3827660214039749,3827653804582473,不是真的AV,,恒大慢慢和中超其他球队接近，不是恒大弱了，而是大家慢慢恢复了元气。前几年恒大四处挖角，很多球员都是其他队伍的核心，有此消彼长。有些队伍遇到恒大战略性放弃，现在大家心理上不怕恒大。,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:46:12 +0800 2015,1
972,3827660515683424,3827655042036229,莫野的天空,,必须的,"<a href=""http://app.weibo.com/t/feed/4Vdgl4"" rel=""nofollow"">小米手机4</a>",Fri Apr 03 21:47:24 +0800 2015,2
973,3827660532737787,3827655042036229,微笑的抱抱_19927,,好的,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 21:47:28 +0800 2015,3
974,3827660948289826,3827656304395960,MUN文囡,,我想看shinhwa演唱会,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Fri Apr 03 21:49:07 +0800 2015,3
975,3827660993626810,3827655042036229,wait栗子酱,,谢谢快递员，辛苦啦~\(≧▽≦)/~,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Fri Apr 03 21:49:18 +0800 2015,2
976,3827661292021726,3827655042036229,用户5579127046,,愿你做个快乐的快递员！,"<a href=""http://app.weibo.com/t/feed/2y7Irr"" rel=""nofollow"">UC浏览器Android版</a>",Fri Apr 03 21:50:29 +0800 2015,3
977,3827661618649542,3827656304395960,尐羙槊,,我要，，，，，，,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">三星Galaxy Note II</a>",Fri Apr 03 21:51:47 +0800 2015,3
978,3827661899700725,3827655042036229,孔先生49392,,请你给我送快递的时候，微笑好吗,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 21:52:54 +0800 2015,3
979,3827662735079692,3827655042036229,没头脑不再见,,好呀！！！！！！！,"<a href=""http://app.weibo.com/t/feed/e0WUS"" rel=""nofollow"">微博桌面</a>",Fri Apr 03 21:56:10 +0800 2015,3
980,3827662922977202,3827655042036229,我才是大奔,,请你不要用力扔我的快递，好吗？,"<a href=""http://app.weibo.com/t/feed/503Oti"" rel=""nofollow"">魅族 MX4</a>",Fri Apr 03 21:56:58 +0800 2015,3
981,3827663040995487,3827653783608935,平平-X,,差点以为是我自己发的了[笑cry][笑cry],"<a href=""http://app.weibo.com/t/feed/6SFgyO"" rel=""nofollow"">华为Ascend手机</a>",Fri Apr 03 21:57:26 +0800 2015,3
982,3827663041390815,3827653804582473,小峰抠抠,,这样的中超才有意思....不喜欢一家独大,"<a href=""http://app.weibo.com/t/feed/5yiHuw"" rel=""nofollow"">iPhone 6 Plus</a>",Fri Apr 03 21:57:26 +0800 2015,2
983,3827663058185576,3827653783608935,舍不得成为恋人的人,,空空的，省掉很多麻烦,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Fri Apr 03 21:57:29 +0800 2015,3
984,3827663217507920,3827655042036229,用户5517482953,,回复@飞舞的鱼翅膀:好可怜！[呵呵],"<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>",Fri Apr 03 21:58:08 +0800 2015,3
985,3827663242311646,3827653783608935,后会无期-53719,,不懂额,"<a href=""http://app.weibo.com/t/feed/13mmrA"" rel=""nofollow"">OPPO智能手机</a>",Fri Apr 03 21:58:14 +0800 2015,3
986,3827663271705604,3827653783608935,平平-X,,然后想起不对呀，树洞说要到五月份才会吐出我的话,"<a href=""http://app.weibo.com/t/feed/6SFgyO"" rel=""nofollow"">华为Ascend手机</a>",Fri Apr 03 21:58:21 +0800 2015,3
987,3827663469234832,3827653783608935,琴儿2717785333,,是啊，那种世界似乎只有你一个人的孤独，很难受,"<a href=""http://app.weibo.com/t/feed/4CpTyG"" rel=""nofollow"">荣耀畅玩4</a>",Fri Apr 03 21:59:08 +0800 2015,2
988,3827663535420879,3827655042036229,飞舞的鱼翅膀,3827663217507920.0,回复@用户5517482953:没办法，大学城，他们进不了宿舍[嘻嘻],"<a href=""http://app.weibo.com/t/feed/3Q6v1A"" rel=""nofollow"">魅蓝note</a>",Fri Apr 03 21:59:24 +0800 2015,3
989,3827663724794471,3827656304395960,圆圆家01,,给点粉吧????,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 22:00:09 +0800 2015,3
990,3827663816978821,3827655042036229,圆圆家01,,没有问题啊,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 22:00:31 +0800 2015,3
991,3827663930513386,3827653804582473,发了彪的MSN,,5爷为什么没进国家队,"<a href=""http://app.weibo.com/t/feed/5xCS0B"" rel=""nofollow"">微博手机版</a>",Fri Apr 03 22:00:58 +0800 2015,3
992,3827663963733790,3827655042036229,醉千秋悠哉,,每次快递小哥给我打电话让我取邮件，我都屁颠屁颠的下楼,"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 22:01:06 +0800 2015,3
993,3827664047871091,3827653783608935,圆圆家01,,但是也很平静啊?,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Fri Apr 03 22:01:26 +0800 2015,3
994,3827664370599594,3827656304395960,Deer__Han,,有钱就是任性,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 22:02:43 +0800 2015,2
995,3827664534129041,3827655042036229,Deer__Han,,一定会给你一个大大的微笑的,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 22:03:22 +0800 2015,2
996,3827666228714143,3827653783608935,莹Lilyth,,有时候，心里有个人也好，没必要非把他硬生生的赶走，，，，，，过程痛苦，没了心里还空落落的，，，，，，，,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 22:10:05 +0800 2015,3
997,3827666253920791,3827655004283513,孙博该姓名已被占用,,恭喜富力找回自己[鼓掌][鼓掌]下周亚冠见[haha][haha],"<a href=""http://app.weibo.com/t/feed/4s9ehY"" rel=""nofollow"">诺基亚Lumia820</a>",Fri Apr 03 22:10:12 +0800 2015,2
998,3827667055052482,3827653783608935,女孩呆头鹅鹅鹅,,喜欢是什么感觉那,"<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>",Fri Apr 03 22:13:23 +0800 2015,3
999,3827668170171030,3827655004283513,广州富力足球俱乐部,,一起来回顾精彩进球GIF图吧！广东体育频道正在重播中，球迷朋友们可以一起再次回看精彩赛事内容！?,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Fri Apr 03 22:17:49 +0800 2015,0
1000,3827668326262049,3827655042036229,名曰haven,,我每次都微笑，拆包裹总是激动and兴奋的,"<a href=""http://app.weibo.com/t/feed/4QjPu7"" rel=""nofollow"">HTC Desire 820</a>",Fri Apr 03 22:18:26 +0800 2015,1
1001,3827668720129584,3827655042036229,向阳的星火,,粉啊粉[笑cry],"<a href=""http://app.weibo.com/t/feed/1J95c3"" rel=""nofollow"">红米手机</a>",Fri Apr 03 22:20:00 +0800 2015,2
1002,3827669508844370,3827655042036229,天佑小太阳_52,,去哪里呀[疑问][疑问][疑问][疑问],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 22:23:07 +0800 2015,3
1003,3827669789429872,3827655004283513,隔壁的張山,,拜托那是卢琳不是汪嵩干吗[鄙視]专业点好吗！别犯这些低级错误！,"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Fri Apr 03 22:24:15 +0800 2015,1
1004,3827669814769406,3827655004283513,樑上校,,富力加油。,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 22:24:20 +0800 2015,2
1005,3827669932366874,3827653783608935,天佑小太阳_52,,#为什么那么空#,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 22:24:49 +0800 2015,3
1006,3827669949166641,3827655042036229,秋意200605,,不管刮风下雨，你都是风雨无阻的把东西送到我们手里，你们的工作非常辛苦的，我们肯定会[呵呵][赞][赞][赞][给力],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Fri Apr 03 22:24:53 +0800 2015,3
1007,3828775467236563,3828774804319291,Demarechelier,,没有蜡烛差评[呵呵],"<a href=""http://app.weibo.com/t/feed/8gLGL"" rel=""nofollow"">Mac客户端</a>",Mon Apr 06 23:37:46 +0800 2015,2
1008,3828907592072606,3828774804319291,滄烸客,,恐怖片叫什么？,"<a href=""http://weibo.com/"" rel=""nofollow"">iPhone 5s</a>",Tue Apr 07 08:22:50 +0800 2015,2
1009,3828918547626234,3828774804319291,英国病人shuo,3828775467236563.0,回复@Demarechelier:天干物燥，小心火烛[熊猫],"<a href=""http://weibo.com/"" rel=""nofollow"">三星GALAXY S4</a>",Tue Apr 07 09:06:22 +0800 2015,2
1010,3828919201906130,3828774804319291,英国病人shuo,,回复@滄烸客:《闪灵》可以借鉴[熊猫],"<a href=""http://weibo.com/"" rel=""nofollow"">三星GALAXY S4</a>",Tue Apr 07 09:08:58 +0800 2015,2
1011,3828969050942078,3828774804319291,滄烸客,3828919201906130.0,回复@英国病人shuo:其实不用怕的，电影和原著都表达一个意思，进入禁止的区域会有不好的事情发生，你们去得又不是,"<a href=""http://weibo.com/"" rel=""nofollow"">iPhone 5s</a>",Tue Apr 07 12:27:03 +0800 2015,2
1012,3828977719946047,3828774804319291,花生先生MaxCheese,,没有照片差评,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Tue Apr 07 13:01:30 +0800 2015,2
1013,3828978664413607,3828774804319291,英国病人shuo,3828977719946047.0,回复@花生先生MaxCheese:脑呢，大晚上我还给你上照[崩溃],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Tue Apr 07 13:05:15 +0800 2015,2
1014,3829076731202694,3829058992918414,LHJ丨Liang,,哪里自习[汗],"<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>",Tue Apr 07 19:34:56 +0800 2015,3
1015,3829085820095106,3829058992918414,英国病人shuo,,回复@LHJ丨Liang:日語課[嘘],"<a href=""http://weibo.com/"" rel=""nofollow"">三星GALAXY S4</a>",Tue Apr 07 20:11:03 +0800 2015,2
1016,3829086952884521,3829058992918414,LHJ丨Liang,3829085820095106.0,回复@英国病人shuo:[笑cry][笑cry]，犯傻了,"<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>",Tue Apr 07 20:15:33 +0800 2015,3
1017,3829126958383360,3829123854475709,昕昕很蛋定,,还冒好啊,"<a href=""http://app.weibo.com/t/feed/5yiHuw"" rel=""nofollow"">iPhone 6 Plus</a>",Tue Apr 07 22:54:30 +0800 2015,2
1018,3829128593951885,3829123854475709,板栗锅爱吃饭,,清明节前两天就开始哒。现在还没好。,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Tue Apr 07 23:01:01 +0800 2015,2
1019,3829130099538375,3829058992918414,英国病人shuo,,回复@许我一世倾辰 的赞:[嘘][爱你],"<a href=""http://weibo.com/"" rel=""nofollow"">三星GALAXY S4</a>",Tue Apr 07 23:06:59 +0800 2015,2
1020,3829153080360338,3829058992918414,许我一世倾辰,3829130099538375.0,回复@英国病人shuo:好有画面感~\(≧▽≦)/~瞬间脑补了一下~_~,"<a href=""http://app.weibo.com/t/feed/65BXE5"" rel=""nofollow"">生性锋狂 OPPO R5</a>",Wed Apr 08 00:38:18 +0800 2015,3
1021,3829324661116383,3829323414773081,八卦少女的日常,,咋啦,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Wed Apr 08 12:00:07 +0800 2015,2
1022,3829405203846006,3829405065788073,统计之都,,@cloud_wei @刘思喆 @邓一硕 @王剑_百度,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Wed Apr 08 17:20:10 +0800 2015,2
1023,3829407376524071,3829405065788073,中华小刺猬,,报名了，不知道通过没,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Wed Apr 08 17:28:48 +0800 2015,2
1024,3829481662179982,3829405065788073,视觉机器人,,羡慕,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Wed Apr 08 22:23:59 +0800 2015,1
1025,3829638529170185,3829635081535178,六琴_lqhl,,tlp中了，还有我这届交大的同学sheng chen,"<a href=""http://app.weibo.com/t/feed/l4RWD"" rel=""nofollow"">Weico.Android</a>",Thu Apr 09 08:47:17 +0800 2015,1
1026,3829651879405511,3829650662650091,木平方尾员,,砖家,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Thu Apr 09 09:40:22 +0800 2015,2
1027,3829653263681597,3829650662650091,自由的ruoye,,鱼死跟气温降低有关？头一次听说，确认不是水质的问题？[吃惊],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 09:45:52 +0800 2015,2
1028,3829654069103470,3829635081535178,Bluetracks,,去啊～但是我这次是local,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 09:49:04 +0800 2015,2
1029,3829655822387638,3829650662650091,李999强,3829653263681597.0,回复@自由的ruoye:正常正常经常,"<a href=""http://app.weibo.com/t/feed/5xCS0B"" rel=""nofollow"">微博手机版</a>",Thu Apr 09 09:56:02 +0800 2015,2
1030,3829656078185741,3829650662650091,猎味小龙虾,,气温低鱼就死了。我怎么在冬天见不到鱼呢！,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 09:57:03 +0800 2015,2
1031,3829656144982527,3829650662650091,飘去漂来,,这么说，冬天鱼还不得都死光？？？,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 09:57:19 +0800 2015,2
1032,3829657185063641,3829635081535178,陈天奇怪,3829654069103470.0,回复@Bluetracks: 到时候聊聊哈,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 10:01:27 +0800 2015,1
1033,3829657705356357,3829657701267382,夏桐NJ临,,http://t.cn/RAV91F4,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Thu Apr 09 10:03:30 +0800 2015,3
1034,3829659827464598,3829635081535178,winsty,,lin min会去,"<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>",Thu Apr 09 10:11:57 +0800 2015,1
1035,3829666865563699,3829635081535178,陈天奇怪,,找到了..,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 10:39:55 +0800 2015,1
1036,3829667448050168,3829650662650091,广西大小事集,,收了以后拿去做什么呢[衰],"<a href=""http://app.weibo.com/t/feed/6duWWA"" rel=""nofollow"">nibiru手机</a>",Thu Apr 09 10:42:14 +0800 2015,2
1037,3829668778415940,3829650662650091,阿兰AlAin,,都是往里面排放生活污水，不死才怪,"<a href=""http://app.weibo.com/t/feed/e0WUS"" rel=""nofollow"">微博桌面</a>",Thu Apr 09 10:47:31 +0800 2015,3
1038,3829669578940200,3829650662650091,DEAR颜嘉,,可怜的鱼呀！,"<a href=""http://app.weibo.com/t/feed/1faElk"" rel=""nofollow"">荣耀手机</a>",Thu Apr 09 10:50:42 +0800 2015,2
1039,3829673266270840,3829552311161750,夏日可乘凉可以悠哉blue,,只是因为个太高，供血不足,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Thu Apr 09 11:05:21 +0800 2015,2
1040,3829676080709547,3829552311161750,T莔T,3829673266270840.0,回复@夏日可乘凉可以悠哉blue:[笑cry][笑cry][笑cry][赞][赞][赞],"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>",Thu Apr 09 11:16:32 +0800 2015,1
1041,3829677338560403,3829650662650091,穿上超人的红裤衩,,气温...,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 09 11:21:32 +0800 2015,2
1042,3829679952197878,3829679586440952,三十三十而立昌而立昌,,打死他,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Thu Apr 09 11:31:55 +0800 2015,3
1043,3829680333404473,3829679586440952,达文西七,,这个应该和杀人同罪,"<a href=""http://app.weibo.com/t/feed/2gzr40"" rel=""nofollow"">dazen 大神手机 F2</a>",Thu Apr 09 11:33:26 +0800 2015,2
1044,3829680468007051,3829679586440952,海洋-y,,揍。 往死理揍,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Thu Apr 09 11:33:57 +0800 2015,3
